cpu_usage,memory_usage,network_traffic,response_time,is_anomaly
33.04717079754431,41.13071860138404,105.28831107184558,68.57039701605208,0
19.600158937595044,40.50771163812578,126.97370451997337,69.22716324626656,0
37.50451195806457,34.5501013124183,55.83188152498941,64.99825836643235,0
39.405647163912136,51.42724392983751,91.4410551283735,58.802214065312356,0
10.489648113461636,48.51969281557139,124.8745988613736,58.256526143128795,0
16.97820493137682,21.140254525958728,101.96800445027782,55.5512089910966,0
31.278404031672853,20.227110071409633,144.02001436232442,58.15194110843268,0
26.837574076564177,51.37026679808631,52.72229925439245,59.507251673284046,0
29.83198842495711,32.770703568081984,49.299946961616,21.911556685452382,0
21.4695607242642,49.53061732650486,123.09059549868154,34.19505708111523,0
38.79397974862829,56.713973671637824,125.97421644798324,29.421567510359147,0
37.77791935428948,25.935707438916612,94.202499795045,72.14290015308018,0
30.660306975612162,23.826941181357224,112.01183200137173,83.08200207167225,0
41.27241206968033,70.11647523592943,122.3562093289422,6.619041591756503,0
34.675093422520455,50.27356174443688,75.58410382444761,81.29629223743322,0
21.40707537116762,38.711390149900936,78.79454874852102,51.73442747063059,0
33.68750784082499,30.990893210306048,105.6917853759591,70.25439638317404,0
20.41117399171001,37.343387266390806,127.1226687968116,60.129343091697926,0
38.78450301307272,27.141414958300345,65.02129220926045,78.80790107199842,0
29.50074089013747,58.25118261135886,94.06157104194942,54.19484866714993,0
28.151376364547396,33.348732695905184,1302.8887808093382,538.5287565893527,1
23.190704555960586,61.403018823244004,112.53877315128292,47.8865023245358,0
42.2254133867403,38.99056620344983,99.73904889973497,60.313120922136115,0
28.45470517931198,29.34974724574028,83.62349248591421,45.68077796931283,0
25.716721778368928,38.60547617979298,137.45697342272217,63.15463444305341,0
26.478664495117705,10.0,83.8222755513754,48.68605222719112,0
35.323091855533484,43.188471349889895,91.2371091093564,38.089813617702596,0
33.65444064364078,42.44821213304762,52.25507092241129,28.280432333769184,0
34.12732611595988,57.37114119821951,78.59122369462314,42.16369234933311,0
34.308210030078826,16.705426080249307,115.4822822901715,54.091432994006546,0
51.41647600870461,62.427995412953216,109.6180586906458,10.812163914880987,0
25.935849836153846,57.30898942496484,117.98550970197286,34.398471785699535,0
24.877572709284628,63.78065345547994,116.52946857837011,10.066159104512028,0
21.862272717521222,44.20917935993794,162.6314210888546,37.658502920439204,0
36.15979422575496,60.20845251154133,77.5642351765927,73.94629468574448,0
41.28972292720891,22.931339476396424,51.41728769695634,26.27767236542329,0
28.86052542345125,55.695713478067994,68.48341011785429,64.06319491722658,0
21.59843523037472,33.43255856850082,78.89044492505226,106.9765025462464,0
21.755187843087604,20.228972513655957,70.77019190149267,79.070762625147,0
36.50592787824701,28.13789222753459,102.80982542934562,52.670267607824236,0
37.43254171203442,45.08296707943906,137.57964716671063,67.16868911592965,0
35.43154268305195,32.63551187673595,146.18977218909745,22.606343951264165,0
23.344902927113058,50.641102975437,115.12925505539813,18.531706931788918,0
32.3216132306672,17.87643667493974,164.23816646362047,50.57396218158787,0
93.48762465826024,85.29219506908896,89.30880830300742,57.97221126936823,1
32.18688596729013,65.58581151215364,51.0244287399272,71.88808568498482,0
38.7142877794819,58.55700194102152,131.5953420366451,38.6247571719737,0
32.23595548774682,29.260547461292887,44.84216824752812,53.86790968723292,0
36.789135630718945,44.955005347941906,77.34990931900587,53.18223113105949,0
30.675790694888914,60.29260590301986,115.60336697268389,47.37211788847066,0
32.89119398689984,51.28800912435908,96.92855559853658,48.550502477319974,0
36.3128822583854,47.223346442752174,94.27141711385482,32.90590994720879,0
15.428441801443336,61.42731121968895,64.57629901539981,55.59414816769927,0
26.803287836426986,34.03931287198169,99.67592831699989,53.90099960390157,0
6.2415863494219215,45.46767672996943,130.10987466213376,2014.0900646341133,1
23.61122151756658,44.732270425614125,100.59903749608057,63.315485320471346,0
27.24857748773316,40.90856928493436,75.09322361076818,70.55663176864591,0
44.94941311234396,39.152917328688716,62.57384618208008,63.547525919509255,0
21.34168884306757,46.09302356742736,75.71216251133264,29.151133598785513,0
39.68278354591481,45.516112439782916,111.77001257243076,51.992915337239836,0
13.171302283841953,29.273585361982114,110.3080678707913,31.771368742730953,0
26.651149700142252,57.026938648506714,75.98478698212995,51.93109492599667,0
31.627530651050055,30.354221883506128,33.677217340538256,31.84926605960172,0
35.86222331359278,41.72649833179239,112.60038291016495,75.54326674709571,0
37.11226579792855,40.57079290919923,73.06877803074246,65.66662938039684,0
37.93347235199925,50.371554189888236,120.67187437045851,73.05978610684778,0
26.512749277515624,13.213440896740007,77.31671073616751,71.03444180390993,0
25.376482073354328,58.363647223941875,70.36298638990574,44.588005768526706,0
38.57975881257154,34.84514478581754,104.59515721778753,41.48780512945149,0
28.086956751183852,63.299449421655815,170.73097690079106,84.83447657400306,0
17.243136766620783,37.82752613225768,122.47089973349719,46.6976069965517,0
18.667127859965195,44.26734621398984,1026.541167275226,328.35744113554296,1
20.805477139983886,73.70679060102636,110.76554609142904,70.1493346733165,0
34.97160744053764,40.83992686809497,47.46652415543208,52.875513365274415,0
31.424257360705653,63.58274827010188,66.32978887742331,80.11888247957964,0
36.904853540677685,45.5856762834684,24.67213404858583,54.85939355961697,0
25.72747353663466,51.23128245440235,151.89621683729868,49.59997025306574,0
31.58539691076714,46.049378841170615,145.82158087467246,80.5224161754938,0
36.25590393967337,57.71777439450186,111.7845557864473,19.230673099260255,0
26.906534602797617,34.71702580720423,104.05345309252614,38.292753907939854,0
34.567752375574116,30.239272154712218,53.452299925072595,32.25274056289584,0
23.380740589333488,35.421357144344675,93.42100119247927,6.098404428534314,0
26.36946153434928,46.495655644861365,153.77175635211677,67.46352856033207,0
26.18262106001671,41.68771821674506,103.94247994587143,38.85163172034122,0
18.041603544109602,55.65412314706765,83.06060601364311,68.10736083293149,0
34.86972480785582,64.5709754973228,47.2578801998916,57.78172982469208,0
25.305976597972762,30.36242494147487,141.40917183192414,62.14284933255369,0
30.124941187276875,33.990768125791014,97.8974859691703,40.89201038318705,0
34.80746658905909,23.456408725307192,47.29798439911512,34.71503712029903,0
34.46531176029944,75.45559486138656,72.27202953785374,51.795217504394415,0
36.653851089727866,49.570042486827404,61.67385947925609,68.38336366616338,0
29.015145154905763,52.197034800773665,96.04769422864084,48.99235989032516,0
25.76701687955846,24.896874224534276,106.22016908838455,35.961273547354146,0
29.20281789093601,44.98245016489688,84.90348807164426,26.019638172032828,0
13.1266556604197,52.63871976619628,123.31139789460644,54.08326030647654,0
15.528875275769128,41.20863464198362,102.36406721417325,38.91864930142925,0
16.773003876455977,61.13558437239592,131.8693715581639,48.5651882522052,0
20.02753172398518,79.67746688464244,89.28417765757844,45.22442435502681,0
33.997742267234365,30.794057593590722,191.35976776033436,41.1113805063091,0
20.945209446399392,29.668691310349548,83.06533829578127,55.876071215190244,0
26.218374459606103,31.83365901707135,72.90010024732385,61.09008168288214,0
42.992282977860654,69.09298740024737,69.21098349712727,89.30557889301566,0
26.43736028938574,60.63532975544527,93.67177820337083,65.15935429369024,0
37.375155684670865,42.967082733095275,48.41391727402649,81.8736465894828,0
20.66382319990123,45.54839496601311,108.83688531483432,33.627992571965265,0
27.9456244213237,32.75184560704918,42.84088691305579,17.981104585459526,0
20.499779450894188,58.35040736614776,104.85012772171693,49.71139488559684,0
26.609669240994375,39.30147263837169,59.4624476771094,67.16054488298198,0
38.40308137457396,41.09885190817501,88.56119777859722,64.02323436318859,0
12.726795768076514,54.131846572938855,118.13621197397077,74.22763144653149,0
34.344236435458576,42.180075928751684,169.1211305162906,5.0,0
32.377356023322776,41.47551009753231,67.65998437656529,75.05953789768415,0
24.058500443032056,45.158628082936126,95.49047651720825,56.709252528592806,0
15.539421456115454,56.93033120689615,78.28723975673373,19.119733097499743,0
30.721295077138695,69.6973961322575,73.90389032317613,64.47057693457612,0
24.705072909361977,53.78229348369123,78.55080010091366,53.389651536659265,0
32.32676211354704,57.049713354364,124.72199426910818,57.62458597156102,0
30.21852145523443,42.00218906848313,85.35832407308861,69.98218300630724,0
46.01778891320915,34.38303205246925,167.47938094812565,58.60550736861431,0
27.606443725269756,54.809793483526725,112.47937767684202,20.543498030606294,0
19.765025073781352,47.56861236900857,69.69968016477775,47.13947460434182,0
31.792756349563163,23.660570268753762,88.99884453564768,17.64709658298216,0
32.19996683971765,40.07895564861603,75.94459029880032,62.981237611177846,0
43.59187575240436,43.75654464777669,124.00205958840141,77.95940483168079,0
38.35111245914579,37.34313199457282,50.83661030304241,25.170960748953487,0
33.56871059149509,67.2260339181319,59.7714585869257,36.57072478935179,0
44.63302891219562,52.19758555353325,82.25361643752576,32.35261357755663,0
18.11236945677149,65.59762376832971,120.48840379414976,40.92189456123326,0
23.602484672502523,48.9513789247824,136.99180824468317,58.24846316397736,0
20.73424058594475,46.22081754637617,141.4162657231853,41.13861755797682,0
26.10190196844232,30.951032735846262,115.8940455984259,63.0506034539805,0
16.23313852443691,45.1789429979485,97.5133139092594,71.3075954015195,0
36.351509468144044,45.195808885131605,123.83877436941978,72.03518522658554,0
27.777773029012266,24.4932917394865,65.66498147704868,27.636378092607046,0
15.29193705497342,36.907087953444076,44.66028333951321,77.71857888945446,0
19.844209187924584,40.150761022254564,113.09912733059467,79.32144569752478,0
33.13513847450195,51.20219316083582,69.8296474855345,81.05359862474337,0
38.38126567894381,51.92025167978559,98.04079803503558,46.843703605646084,0
49.967308916917865,36.280222770521924,103.58881047618443,34.96315053379445,0
13.734707374618104,52.033044038128274,107.44358677534889,2247.752412549472,1
